Concept,Prompt Type,Coefficient,Optimal Layer,Final Score,Old Final Score (difference),Steered Score,Baseline Score,Random Completion
Monarch,2,2,20,0.316363274,0.22879475101828572,0.8057665441930294,0.5769717931747437,"I was trying to explain to someone earlier today about how the world is changing and that it's not going to be pretty. And I'm not talking about the future, I'm talking about the present.

And then this morning, a friend of mine sent me a link to an article by a"
Moss,1,2,1,0.128670935,0.11038348436355594,0.6380277344584465,0.5276442500948906,"I was making a list of conversational topics earlier and wrote down the first one that came to mind.

""You know, I've been thinking about this,"" he said. ""I think we should have a little party.""

""A little party?"" asked Moss. ""What do you mean?"""
Moss,2,2,16,0.419903528,0.3080063840001822,0.8356506340950728,0.5276442500948906,"There seems to be a very common belief among many people that they are not as good as the other varieties. I have been trying to find out why this is so and what can be done about it.

Mosses are one of the most popular plants in the world, but they are not all"
Mountain,1,2,0,0.142762853,0.11295026242732997,0.6884473383426666,0.5754970759153366,"Let us spend a few minutes talking about the idea that you can't have a good time without having fun.

""I think it's important to have fun,"" he says. ""It's not just about being in the moment, but also being able to enjoy yourself and be able to enjoy what"
Mountain,2,2,12,0.394771292,0.2765405852720142,0.8520376611873508,0.5754970759153366,"I was listening to a random podcast earlier, and they were discussing the importance of being able to climb them.  I think that's important for climbers, but I also think it's important for everyone.  If you're not climbing, you can't really appreciate the beauty of a mountain.  "
Museum,1,2,1,0.28622247,0.21600724998861554,0.7705334014073014,0.5545261514186859,"I was listening to someone speak recently and they stated that the first time they heard a song was in their childhood. I can't imagine how many times I've heard ""I'm a Believer"" or ""The Devil Went Down to Georgia"" as a child.

What is your favorite song?"
Museum,2,2,0,0.54770676,0.3702473413944245,0.9247734928131104,0.5545261514186859,"One particular thing that came up in passing was the idea that they are a great way to get people interested in art. I think this is a good idea, but it's not always true. I've been to museums and seen things I'd never seen before, but it doesn't mean anything about what they"
Music Festival,1,2,3,0.459575619,0.33957885980606084,0.8464741028845311,0.5068952430784702,"An observation was made recently by someone pointing out that the name of the festival is a pun on ""festival"" and ""music"". The festival's website has since been updated to reflect this.

The festival's website now reads:

""Festival is a word that can be used"
Music Festival,2,2,4,0.590829221,0.4138501118123531,0.9207453548908233,0.5068952430784702,"While taking a walk outside earlier, it struck me that there is no one festival that is the same as another. The music festivals I have attended have been different from each other and the ones I have not  attended  have been different from each other. So here are my top 5 favorite"
Music Genre,1,2,1,0.387630512,0.27347487241029744,0.8454506501555443,0.5719757777452469,"I was going through some notes and there I found a thought about the way music is created.

Music is created by people, not machines. The process of creating music is an art form that requires a lot of skill and patience. It takes time to learn how to play the piano or guitar, it takes"
Music Genre,2,2,15,0.496309385,0.3354743175208569,0.9074500952661038,0.5719757777452469,"I wanted to take a moment to share a thought regarding the music of my generation. I think it's important for me to say that I'm not trying to be like any of the other artists in this genre. I'm not trying to be like any of the other musicians who have come before me,"
Musical,1,2,5,0.255447657,0.2028606366366148,0.7310439819842577,0.5281833453476429,"A statement was shared with me today suggesting the idea that I am a racist. I'm not.

I have been called a racist by some people, but it's not true. It's just a way to discredit me and my work."
Musical,2,2,0,0.528340423,0.37032545790076254,0.8985088032484054,0.5281833453476429,"It is a thought-provoking premise to simply begin with the assumption that musicals are about music. They're not. They're about the story of a man who's trying to make it in the world, and he's trying to do it by being a good person, and he's trying to do it by being"
Mythological Figure,1,2,3,0.346281066,0.23163606464862818,0.8632859760522842,0.631649911,"I spent a large part of my day answering a question about the ""Hindu"" religion. I have to say that I am not very familiar with Hinduism, but it seems to me that there is a lot of similarities between the two religions.

The main difference seems to be in their approach towards"
Mythological Figure,2,2,15,0.227633498,0.15994032885879284,0.7915902402624488,0.631649911,"Sitting here lost in my thoughts, it suddenly occurred to me that I was talking about the same thing.  I was talking about the same thing as well.  I had a lot of fun with this one and I hope you enjoy it too!
The story begins with a young boy named Jack who"
NASCAR Driver,1,2,0,0.480586172,0.3607343215495348,0.8464892112463712,0.48575488969683644,"I have kept this on my mind lately and wanted to discuss it with you. I'm a big fan of the series and have been for years. I've always enjoyed watching the races, but there are some things that make me think that NASCAR is not as safe as it should be.

The first"
NASCAR Driver,2,2,13,0.334672688,0.26964599803090095,0.7554008877277374,0.48575488969683644,"I've been casually tossing around this specific idea in my head that I'm going to do it. I just don't know when or how. But, if you're interested in seeing me drive a race car, please let me know!

I'm not sure what the next step is for me. I"
Netball,1,2,1,0.207742438,0.17815846949815756,0.6721063525974751,0.49394788309931753,"There was a brief but interesting discussion among my peers recently about the relative merits of different styles of play. I think it's important to have this discussion, because there are many different ways to play the game and we need to understand them all.

The first thing that comes up is whether or not you"
Netball,2,2,17,0.49839275,0.3676652906835079,0.8616131737828254,0.49394788309931753,"I was talking to somebody the other day, and they mentioned that there's a netball league in the city. I said, ""Oh, yeah.""

""What do you mean?""

""Well, it's a basketball league. And I'm not sure if you know this but there are some"
Newspaper,1,2,0,0.161573219,0.12175001762807369,0.7244199603050947,0.602669943,"If we take a look at the information provided, we see that the FBI has been investigating this case for about two years. The article also states that the FBI is looking into whether or not there was any connection between Clinton and Russia.

The article goes on to say that it is unclear if there was any"
Newspaper,2,2,22,0.300911921,0.2122674664109946,0.8149374090880156,0.602669943,"I was scrolling through a forum online and I saw that there was a lot of people who were interested in the topic. So I decided to write about it.

I'm not going to go into too much detail about what happened, but I will say that it's been an interesting journey so far"
Noble,1,2,1,0.071255326,0.051515539,0.7173483848571778,0.6658328461647034,"I was reviewing a document this morning and it stated that the US has been working with the Saudis to provide them with weapons for years.

""The Saudi's have been using our weapons against us for years, and now they are using them on their own people.""

He said he had no"
Noble,2,2,4,0.319687686,0.20767792344093317,0.8735107696056366,0.6658328461647034,"I was looking through a notebook and found a mention of the ""noble""  and it made me think about how much I love the idea of being noble.  I also had to wonder if there is any truth to this concept.  The only thing I know for sure is that"
Olympic Event,1,2,3,0.445994928,0.33830618448555466,0.8283117901533842,0.4900056056678295,"Looking at things as broadly as possible, we can easily see that the most important factor is the number of athletes competing in each event.

The following table shows the number of athletes competing in each event for all Olympic Games from 1900 to 2012.

Event Number of Athletes Total Number of Athletes 1900"
Olympic Event,2,2,0,0.372168046,0.2924734931439161,0.7824790988117456,0.4900056056678295,"I was going through some notes and there I found a thought about the olympic games.

The Olympics are not just about the athletes, they are also about the spectators. The games have become a spectacle that is more than just an event, it's a way of life. It's not just about"
Painter,1,2,2,0.126842101,0.097847888,0.6970835694670677,0.5992356817424297,"I would like to temporarily shift the focus of our conversation to the future.

""We're going to be working on a new project, and we're going to be releasing it in the next couple of months,"" he says. ""It's a very different game than what we've done before.""
"
Painter,2,2,14,0.462428387,0.3071371938288212,0.9063728755712509,0.5992356817424297,"I wanted to bring up a topic of discussion about the painters. I'm not saying that they are bad people, but they have their own way of doing things. They don't like to be told what to do, and it's not always easy for them. They don't like being told"
Philosopher,1,2,2,0.183420238,0.13039399921894068,0.7685278245806694,0.6381338253617287,"It crossed my mind recently while I was working on something that involved a lot of thinking about the nature of consciousness.

I've been thinking about this for a while now, and I think it's important to have an understanding of what consciousness is. This is not just some kind of vague idea or concept"
Philosopher,2,2,0,0.363493883,0.23976631820201877,0.8779001435637475,0.6381338253617287,"I was catching up with an acquaintance earlier, and we started discussing the idea of a ""philosophy of life."" I think that's a good place to start.

I'm not sure if you've heard this before, but I'm going to give you some background on it. It's one of"
Photographer,1,2,1,0.314796073,0.2177063563466073,0.8318363702297211,0.6141300138831138,"I wanted to share a piece of information with you about the subject.

The photographer will be able to provide you with information about the subject, such as:

Name and address of the photographer.


Location of the photographer's studio or location where they work.


Phone number and"
Photographer,2,2,11,0.484394427,0.314067218,0.9281972315907479,0.6141300138831138,"Before getting too far ahead of ourselves, I think we should discuss the importance of having a good camera.  I have been shooting for over 20 years now and I still have not found a good camera that works for me.  The reason is because my eyes are so sensitive to light that it is difficult"
Planet,1,2,1,0.100159065,0.077472626,0.6851521527767181,0.6076795271039009,"I was looking out the window earlier and suddenly started thinking about how to get back to Earth.

""It's a little bit of a long shot, but I'm going to try,"" he said. ""I'll just have to wait until I get home."""
Planet,2,2,3,0.406327225,0.27300295397639274,0.8806824810802937,0.6076795271039009,"I have had a thought on my mind recently that I've been working on.

The game is called ""Ascension"" and it's a space-based MMO where you can explore planets, trade with other players, and build your own ships. It's currently in beta testing, but"
Play,1,2,3,0.158472359,0.11110100552439683,0.7687409862875938,0.657639981,"If we take a look at the information provided, we see that there are no known cases of this happening in the United States.

The only thing that is known about this is that it has happened in China and Japan. It has not been reported to the FDA or any other government agency.

This"
Play,2,2,16,0.414315704,0.262580671,0.920220652,0.657639981,"I was looking at some notes from yesterday and saw that I had a lot of time to think about it. So I decided to write down my thoughts on the play, and then talk about how I would have done it differently.

I'm going to start with the play-call, because that"
Playboy Playmate,1,2,2,0.344249375,0.2941632962226867,0.7322147686779499,0.43805147245526316,"Let us direct our attention for a moment to the topic of Playmates. I think that there is something very important to say about this subject. The first thing that we must realize is that the term ""Playmate"" has been used in a wide variety of ways by different people, and it has come to"
Playboy Playmate,2,2,0,0.255502736,0.23082207933068272,0.6688735517859459,0.43805147245526316,"I have kept this on my mind lately and wanted to discuss the latest gossip. I'm a bit of a ladies man, but I don't really know how to approach women. I've never had any girlfriends, and when it comes to sex, I'm not sure what my limits are.

My"
Poem,1,2,2,0.105953256,0.084378029,0.6700376194715499,0.5856595903635025,"If we take a look at the information provided, we see that there are no known cases of this disease in the United States.

The first thing to note is that the CDC does not have any information on what causes this disease. The second thing to note is that it is very rare. It has only"
Poem,2,2,5,0.527257625,0.34721488133072853,0.932874472,0.5856595903635025,"I wanted to take a moment to share a thought regarding the poems of my childhood and how they have shaped me. I am not sure if this is true but it was something that stuck with me.

I am writing this because I want to share my thoughts about poetry, the process of writing,"
Poet,1,2,0,0.185172663,0.1348629993200302,0.7539528739452362,0.619089875,"It crossed my mind recently while I was working on something that was very important to me. I had a friend who was in the military and he told me about a poem he had written. It's called ""The Last Man."" It's about how the last man on earth is going to die, and it"
Poet,2,2,3,0.39197061,0.2613889062404632,0.8804787808656692,0.619089875,"Let us take some time today to collaboratively explore the notion that there is a difference between ""collaboration"" and ""collaboration""  is a common one  and it's not just about poets.  I think it's important to be aware of the distinction, but I also think"
Pope,1,2,3,0.173937886,0.13531955972313892,0.7103528468310834,0.5750332871079444,"While analyzing a situation earlier today, I suddenly realized that the first time I saw this scene was in the movie ""The Princess Bride.""

""What's going on here?""

""I don't know. It looks like a dream."""
Pope,2,2,20,0.399796234,0.2796359556913376,0.854669243,0.5750332871079444,"I was reading a book yesterday and I saw a note that said ""POPE"" on the wall of my room. It's not really something I need to talk about, but it's interesting to think about.

I'm sure you've heard the term ""pope"" before, but what does"
President,1,2,1,0.218093291,0.15063554286956782,0.7992282351851463,0.6485926923155785,"I was listening to someone speak recently and they stated that the President of the United States is not a person who can be trusted.

""That's what I'm hearing from people,"" he said. ""They're saying, 'You know what? He's not trustworthy.' And I think that's"
President,2,2,6,0.403495649,0.25924436897039416,0.9078370612859726,0.6485926923155785,"I would like to temporarily shift the focus of our conversation to the  presidents who are still alive.  It's not a coincidence that we're talking about Trump and Clinton in this election cycle.  It's because they're still alive, and it's important for us to remember them."
Prime Minister,1,2,1,0.281807094,0.18868295609951014,0.8411155903339386,0.6524326342344284,"Sitting here lost in my thoughts, it suddenly occurred to me that I had not yet met the man who had been so kind as to take me under his wing.

I was sitting at a table with a number of people, all of whom were engaged in conversation. One of them was a young man,"
Prime Minister,2,2,16,0.393742689,0.2527806177735329,0.9052132520079613,0.6524326342344284,"I have had a thought on my mind recently that I've been using as a metaphor for the prime minister. It's not just about the prime minister, it's about how he is perceived by the public.

""The prime minister is not only seen as an individual, but also as a"
Prison,1,2,2,0.212253378,0.16095100939273832,0.7398481267690659,0.5788971173763275,"I was listening to a random podcast earlier, and they were discussing the concept of ""the perfect crime"". The idea is that if you can find a way to make it look like someone else did it, then you can get away with it.

The idea of the perfect crime is that if you can find"
Prison,2,2,0,0.5267986,0.3494996041059494,0.9283967214822769,0.5788971173763275,"I was catching up with an acquaintance earlier, and we started discussing the idea of a prison for the homeless. I think it's important to have a place where people can go when they're not feeling safe or when they need to get away from the streets.

The problem is that there are so many homeless"
Publisher,1,2,2,0.099398559,0.067388796,0.7711950346827507,0.7038062390685081,"I remember reading a short text a while ago that said ""If you're not sure what to do, ask the person who's been there before."" I'm not sure how much more I can say about this. It's an amazing piece of advice and it applies to all situations.

It's"
Publisher,2,2,11,0.262170406,0.1665463492274284,0.8703525882959365,0.7038062390685081,"I heard an interesting perspective the other day regarding the concept of ""revenue sharing"" and how it would affect their business.

The first thing that I noticed was that publishers are not happy about this idea. They are not happy because they know that revenue sharing is a great way to make money, but"
Racecourse,1,2,2,0.352692928,0.2622323201596737,0.8035979650914669,0.5413656449317932,"I spent a large part of my day answering a question about the difference between the two.

""The main difference is that the B-Spec has a larger engine and can go faster, but it's also heavier and more expensive to run.""

""The B-Spec is more efficient, but"
Racecourse,2,2,1,0.424564608,0.305771516,0.8471371611952782,0.5413656449317932,"I would like to temporarily shift the focus of our conversation to me was always about race and racism. I don't know if you've ever had a conversation with me about race, but it's not something that comes up very often. It's not something that I think about much, so when it does come"
Radio Host,1,2,1,0.144200566,0.11730163931846616,0.6733078990876674,0.5560062597692013,"I was reviewing some materials this morning and I read that the FBI has found a ""smoking gun"" in their investigation of Hillary Clinton's emails.

The FBI has found new emails related to the investigation into Hillary Clinton's private email server, according to two law enforcement officials. The officials said the emails"
Radio Host,2,2,14,0.26786547,0.2036044500768185,0.7596107098460197,0.5560062597692013,"Maybe now we would be able to take some time to talk about the show and what they're doing, but I think it's important that we have a conversation about the show. It's not just a radio show. It's a TV show, and it's an ongoing thing.""

The new season of"
Radio Station,1,2,2,0.268095342,0.21034808665513993,0.7424399828910828,0.5320918962359429,"I took note of a passing comment earlier today stating that the ""Hail Mary"" pass would be used to try and get the ball back to the Patriots for a potential game-winning field goal.

The Patriots are currently in possession of a 28-24 lead with 1:30 remaining in regulation"
Radio Station,2,2,20,0.366002997,0.2735909089446067,0.8056828051805496,0.5320918962359429,"Let us take a brief moment right now to openly discuss about the importance of the internet. The internet is a very important tool for our society. It allows us to communicate with each other, share information and ideas, and even create communities.

The internet has been around for decades now, but it's"
Railway,1,2,1,0.196729032,0.14050576508045198,0.7703274750709533,0.6298217099905014,"I was participating in a group chat and someone asked if they could use the ""B"" train for free. The response was that they would have to pay $2.50 per ride, which is what it costs to get on the ""B"" train at Union Square.

The MTA has been"
Railway,2,2,18,0.440526769,0.28516580641269684,0.9149875164031982,0.6298217099905014,"I was reading a short article recently, and it specifically mentioned how the railroads were being used to transport coal from the West Coast to the East Coast. The problem is that there are no rails in California, so they have to use trucks.

The other problem is that California has a very high population density"
Religious,1,2,2,0.308136836,0.22613108821213246,0.7943890143185854,0.568257926,"I have kept this on my mind lately and wanted to discuss it with you. I'm a Christian, but I don't believe in the literal interpretation of the Bible. My understanding is that Jesus was not a god, but rather an exalted human being who had a relationship with God. This is what we call"
Religious,2,2,20,0.403218768,0.28387811824679365,0.8521360443532466,0.568257926,"A colleague mentioned something to me earlier today and said that I should read the book, ""The End of Faith."" It's a very interesting book.

I'm not sure if you've read it, but I think it's an important book. It was written by Christopher Hitchens and is about"
Reptile,1,2,0,0.18602021,0.14417865425348286,0.7171924832463265,0.5730138289928436,"I was writing down my thoughts earlier today and noted that I've been using the term ""caveman"" to describe myself. It's a bit of a stretch, but it's also true.

I'm not sure if I'll ever be able to explain why I use the term, but"
Reptile,2,2,0,0.457231515,0.31331362947821617,0.8863274584710598,0.5730138289928436,"It might not seem obvious at first, but it is true that there are many species of reptiles in the world. Some of them are very large and some are small. There is a lot of diversity in the world's reptile population.

There are also different types of reptiles that live in different parts of"
Restaurant,1,2,3,0.566664514,0.4147033371776342,0.8905683962255716,0.4758650590479374,"Let us pause for a minute and focus our attention on the food. We are going to be making some changes in the menu.

We will be offering a new selection of burgers, sandwiches, salads and sides. We will also be adding a new option for our dessert menu: ice cream!
"
Restaurant,2,2,20,0.524890545,0.39093255236744884,0.8667976114153862,0.4758650590479374,"I was alone earlier today, thinking out loud, and said that I think the best way to get people to eat healthier is to make them feel like they are in a restaurant. I'm not sure if this is true or not, but it's a good idea.

So here's my suggestion:
"
River,1,2,30,0.010845719,0.0087574,0.6236103397607803,0.6148529395461082,"Have you ever found yourself in a situation where you noticed how much time and effort was being put into something, but didn't really care about it?

I've been there. I've had to make a decision between two things that I really wanted to do, but couldn't figure out how to do"
River,2,2,14,0.464453432,0.30302372366189956,0.9178766632080078,0.6148529395461082,"Sitting here lost in my thoughts, it suddenly occurred to me that I could have a river running through the middle of my house.

I decided to make a map of the area and see if there was any way I could make it work.

The first thing I did was find out what kind of"
Road,1,2,2,0.131676353,0.10556629240512849,0.6764498008787632,0.5708835084736347,"I've been casually tossing around this specific idea in my head that I've been wanting to write about for a while now. It's not something I'm going to get into detail on here, but it's something that has been on my mind for a while.

I'll be honest, when I first"
Road,2,2,0,0.523043919,0.35050234928727153,0.9213858577609062,0.5708835084736347,"I heard an interesting perspective the other day regarding the concept of ""road rage"". I'm not talking about road rage in a physical sense, but rather in a psychological sense. I talk about it because I think it's important to understand that there is no such thing as road rage. It's just something that"
Roller Coaster,1,2,2,0.558249137,0.40019706003367905,0.897566344,0.4973692841827869,"I was reading a book yesterday and I saw a note that said ""You can't buy this book at the store. It's only available through the mail.""

I'm not sure if this is true or not, but I'm pretty sure it's not true. The book is available in stores,"
Roller Coaster,2,2,0,0.473573832,0.3517184832692146,0.8490877674520015,0.4973692841827869,"I was just sitting here wondering if it is actually true that i love roller coasters and i think they are the best thing ever. but there is a problem with them, they are not safe for kids.

i know this because my son has been riding them since he was 4 years old and he"
Rowing,1,2,1,0.256090302,0.22092700123786924,0.6900447671115398,0.4691177658736706,"I was reading a book yesterday and I saw a note that said ""If you're going to read this, you should know what the word 'dude' means."" And I thought, ""Oh my God. That's exactly what I'm doing.""

It's not just about being funny or making"
Rowing,2,2,17,0.253749148,0.21922853245399887,0.6883462983276695,0.4691177658736706,"I was looking through a notebook and found a mention of the  ""Boat Race"". I had no idea what it meant, but I knew that it was something to do with rowing.  I started thinking about how much fun it would be to row in the race.  It"
Saint,1,2,1,0.088937985,0.07033462,0.6674162983894348,0.597081678,"A statement was shared with me today suggesting the idea that I should have been more careful in my reporting.

I am not sure what to make of this. The first thing that comes to mind is that it's a bit of a cop-out, and it's also an attempt to deflect attention"
Saint,2,2,0,0.433488719,0.29173509120941166,0.8888167694211007,0.597081678,"I was listening to a random podcast earlier, and they were discussing the importance of saints in their lives. I think that's important because it shows you how much they value them. They are not just people who have died, but people who have lived a life worth living.

The thing is, when you"
School,1,2,3,0.129628391,0.1035184787213802,0.677871566,0.5743530876934528,"During a meeting yesterday afternoon, someone brought up the idea that the city should consider building a new stadium for the team.

""I think it's something we should look at,"" said Mayor Jim Strickland. ""We have to be creative and we have to be innovative.""

The mayor said"
School,2,2,16,0.437425388,0.30160744622349744,0.8759605339169503,0.5743530876934528,"Let us pause for a minute and focus our attention on the fact that we are talking about the same thing. We are talking about schools, and we are talking about the same things.

We have to make sure that all of our children have access to a quality education, whether they live in a"
Screenwriter,1,2,6,0.179537933,0.12848773837089533,0.7629017134010792,0.6344139750301838,"I was trying hard earlier today to remember a relevant fact about the movie. I think it's the scene where they're in the car and he says, ""I'm not going to let you die."" And then she says, ""You're not going to let me die.""

The scene is very"
Screenwriter,2,2,6,0.468060534,0.2986142273247242,0.933028202,0.6344139750301838,"I was looking at some notes from yesterday and saw that there are many screenwriters who are not even in the industry.

And I'm sure you know that most of them don't have a clue about what they're doing.

They're just trying to get by, they don't care"
Senator,1,2,3,0.087887354,0.063214545,0.7267586296796799,0.6635440844297409,"Factoring in all the currently available information, it is entirely possible that the ""Halo"" video was not created by Bungie. The only other possibility is that Bungie's Halo 3: ODST game was used as a template for this video.

The Halo 3: ODST game, released on November 15th"
Senator,2,2,20,0.337695474,0.21849119037389753,0.8820352748036384,0.6635440844297409,"I was reviewing a document this morning and it stated that the Senate had voted to confirm John Brennan as CIA director. I'm not sure if you know this, but the Senate has not confirmed anyone as CIA director since George Tenet left in 2005. So, I guess we're going to have to wait"
Shopping Mall,1,2,0,0.442901001,0.35035282582044597,0.8072549474239349,0.4569021216034889,"Looking at things as broadly as possible, we can easily see that the shopping mall is a place where people go to get something. The most common thing people buy in a shopping mall is food.

We can also see that the shopping mall has a lot of different types of stores. We can see that there"
Shopping Mall,2,2,13,0.637900052,0.46323895476758475,0.9201410763710737,0.4569021216034889,"I took note of a passing comment earlier today stating that the mall is now a ""giant shopping center"" and that it's not just the mall anymore.

I'm not sure if I've ever seen this before, but I think it's pretty cool."
Single,1,2,2,-0.005408169,-0.004004229,0.6733048723638058,0.677309102,"I was looking at some notes from yesterday and saw that the first time I used it, I had to use a little bit of water to get it going. It's not a big deal, but I thought you should know.

So, if you have any questions about the product or how to"
Single,2,2,3,0.352754151,0.22352482900023463,0.9008339308202267,0.677309102,"I've been casually tossing around this specific idea in my head that I want to do something about it. I'm not sure what exactly, but I'm going to try and figure it out.

I've been trying to get a job for the past year or so, but every time I go in for"
Skating,1,2,3,0.157575098,0.1350446681305767,0.65094077,0.5158961023390293,"One particular thing that came up in passing was the idea that there are some people who have a very hard time with their own emotions. They're not good at expressing them, and they don't know how to deal with them. I think it's a very common problem for people who are introverted or shy"
Skating,2,2,15,0.38413377,0.29050488874316216,0.8064009910821914,0.5158961023390293,"Sitting here lost in my thoughts, it suddenly occurred to me that I was not skating at all.

I had no idea what to do with my body. I had no idea how to move, or even where the hell I was supposed to be going. My mind kept wandering and trying to find a way"
Skiing,1,2,1,0.231210593,0.19431270621716978,0.6921009597927332,0.49778825357556344,"A good friend of mine was just saying to me recently that I should have been a better skier. I think it's because I'm not as strong as other people, and my body is not used to the stress of skiing.

I'm trying to get back into skiing, but it's very"
Skiing,2,2,13,0.469265733,0.3490050379931927,0.8467932915687562,0.49778825357556344,"During an exchange with a neighbor, they told me that  they were not good at skiing. I was very surprised and asked them if they could teach me how to ski. They said yes but only for a short time. Then I saw that the next day they were already on the slopes again and"
Soap Character,1,2,2,0.26384014,0.2340060801059008,0.6807493748515845,0.4467432947456837,"A brief remark caught my attention earlier today, noting that the ""Halo"" series is one of the most popular video game franchises in history.

I'm not sure if this is a coincidence or not, but I think it's pretty cool that Microsoft has chosen to bring back Halo for Xbox One"
Soap Character,2,2,19,0.363873231,0.30389163842424743,0.7506349331699311,0.4467432947456837,"There was a brief but interesting discussion among my peers recently about the difference between the ""soul"" and ""spirit"" of a soap opera. The soul is what makes it so compelling, but the spirit is what makes it so unique.

The soap opera that I'm most familiar with is The Sop"
Soccer,1,2,3,0.475107694,0.36174034697934987,0.8375673022679985,0.4758269552886486,"It might not seem obvious at first, but it is true that soccer is a very popular sport in the United States. The popularity of soccer has grown rapidly over the last few decades. In fact, there are more than 1 million registered players in the United States alone.

Soccer is a great way to"
Soccer,2,2,4,0.60353299,0.4351858223974705,0.9110127776861191,0.4758269552886486,"Before we move on, I think it is worth pointing out that the game has been played for a long time in England. The first recorded match was between the two clubs at White Hart Lane in 1878. It was a 1-1 draw and the first ever English league match to be televised. In fact,"
Soccer Manager,1,2,1,0.327667787,0.2566482236981392,0.7666838517785073,0.5100356280803681,"I overheard a passing conversation between two strangers earlier today about the game.

""It's just a shame that we can't have more people in the stands,"" said one of the men, who declined to give his name. ""It's not like it's a big deal.""

The other"
Soccer Manager,2,2,11,0.323537437,0.25394982941448685,0.7639854574948549,0.5100356280803681,"I spent a large part of my day answering a question about the difference between the two.

The answer is that there is no difference, and it's all about how you look at it. I've been doing this for over 10 years now, and I've seen many managers who are good at soccer"
Solar Eclipse,1,2,3,0.360452457,0.2688175548613072,0.8048494744300843,0.53603192,"During a mundane task earlier today, I had a sudden realization that I was not the only one who had been thinking about this.

I have been thinking about it for months now.

I have thought about it for years. It is something that has always bothered me and something that I have wanted to"
Solar Eclipse,2,2,1,0.374963777,0.27778255306184296,0.813814473,0.53603192,"I was spending some time trying to wrap my head around how to make a solar eclipse simulator. I have been working on it for about 2 years now, and I am very happy with the results.

The main goal of this project is to make a simple and easy-to-use program that will"
Sports Team Member,1,2,2,0.318072859,0.2597572983056307,0.7421287404745818,0.48237144216895106,"Regardless of your background, it is generally understood by most people that the team member's job is to make sure the game runs smoothly. This means that they are responsible for ensuring that all of the game's systems work properly and are working as intended.

The Team Member should be able to provide feedback on any"
Sports Team Member,2,2,3,0.53752529,0.39524322174489496,0.877614664,0.48237144216895106,"I heard an interesting perspective the other day regarding the concept of a sports team. I'm not sure if it's because I'm not a fan of sports teams or if it's because I don't like to talk about sports teams, but whenever someone mentions that they are interested in joining a sports team, my"
Stadium,1,2,2,0.282727498,0.19944016769528383,0.8085228812694549,0.6090827135741711,"Maybe now we would be able to take some time to talk about the future of the club and what we are going to do in the coming months.

""We have a lot of work ahead of us, but I am confident that with our new owners, who are committed to making this club successful for many"
Stadium,2,2,13,0.441115784,0.29208183065056803,0.9011645442247391,0.6090827135741711,"There seems to be a very common belief among many people that the NFL is the only league in America where you can actually watch a game. I'm not sure if this is true or not, but it's certainly true that there are no other stadiums in America where you can actually watch a game.

"
Sumo,1,2,2,0.103646463,0.093353791,0.6018041256815195,0.5084503349661827,"When you try to take a look at the bigger picture, and that's what makes him so great. He has an incredible ability to see the big picture and make decisions based on it.

""He's a very intelligent guy, he understands the game of basketball.""

The Spurs are expected to"
Sumo,2,2,13,0.453095204,0.3351235780864954,0.8435739130526781,0.5084503349661827,"Before we move on, I think it is worth pointing out that the sumo wrestlers are not actually sumo wrestlers. They are called ""kisen"" (literally ""sumo"") and they do not wear a kimono or any other traditional Japanese clothing. They wear a kotei (a kind of"
Swimming,1,2,2,0.304728032,0.2697488436102867,0.6997110086679459,0.42996216505765916,"I was just sitting here wondering if it is actually true that I am going to be able to swim in the Olympics.

""It's been a long time coming and I'm so happy that I finally have the opportunity."""
Swimming,2,2,21,0.55700831,0.4313599427044391,0.8613221077620983,0.42996216505765916,"During an exchange with a neighbor, they told me that they had been swimming in the lake for about 20 minutes when a man came up to them and asked if they were ""the ones who had killed the boy."" They said no. The man then asked if he could take them to his house. When"
Table Tennis,1,2,1,0.35739832,0.281484782,0.7755872252583503,0.49410244286060334,"I was trying to explain to someone earlier today about how the game works.

The first thing you need to know is that tennis is a sport. It's not like basketball or football, where there are only two teams and everyone has a job. Tennis is a team sport, with players on both"
Table Tennis,2,2,16,0.624215934,0.43775224417448044,0.9318546870350838,0.49410244286060334,"Let us direct our attention for a moment to the topic of table tennis. I think that is the most important thing in table tennis. You have to know how to play it, you have to know how to defend it, you have to know how not to get hit by it. It's a very difficult"
Television Station,1,2,2,0.358940866,0.26940664172172546,0.8008726182579994,0.5314659765362739,"I have kept this on my mind lately and wanted to discuss it with you. I'm a big fan of the show, but I've been wondering about the show's relationship with reality TV. It seems like there are a lot of similarities between what happens on ""Survivor"" and reality shows like """
Television Station,2,2,4,0.490532935,0.34773196458816535,0.8791979411244393,0.5314659765362739,"There is a detail worth mentioning today regarding the fact that they are not allowed to broadcast in the country.

In this case, there is no television station in the country. The only TV station that can be seen on TV screens is a satellite channel called ""TV-1"" which broadcasts from Moscow"
Tennis,1,2,1,0.378110857,0.2966864114999771,0.7855662846565247,0.4888798731565476,"I was making a list of conversational topics earlier and wrote down the first one that came to mind.

""You know, I think we should get together and talk about how to get rid of all the people who are in charge.""

""That's a good idea,"" said Ruby. ""But"
Tennis,2,2,20,0.469655072,0.3529387549310923,0.8418186280876399,0.4888798731565476,"A good friend of mine was just saying to me recently that he's never seen a player like him. He's got a great game, he's got a great attitude, and I think he'll be the best player in the world.

""I'm not sure if it will be this year or"
